artist,Biography,Listeners,Playcount,Similar Artists
Genio," <a href=""https://www.last.fm/music/Genio"">Read more on Last.fm</a>",6622,33824,"['Genio La Musa', 'Blackinny', 'Javiielo', 'Amarion', 'maldy']"
Quimico Ultra Mega," <a href=""https://www.last.fm/music/Quimico+Ultra+Mega"">Read more on Last.fm</a>",22397,128101,"['El Mayor Clasico', 'Secreto ""El Famoso Biberon""', 'El Fecho RD', 'El Fother', 'Tivi Gunz']"
Julian Marley,"Julian Ricardo Marley, ⋆  4 June in London is a British reggae musician and singer, son of Bob Marley and  Lucy Pounder. He is a member of the Rastafarian house The Twelve Tribes of Israel  . His childhood was spent between England and Jamaica, and he learned to play the keyboard, drums, bass, guitar, and various percussion instruments. Together with his brothers Ziggy Marley  and Stephen Marley ,  Julian became an active partner of Ghetto Youth International, a production company, in 1989. <a href=""https://www.last.fm/music/Julian+Marley"">Read more on Last.fm</a>",139257,921483,"['Stephen Marley', 'Ky-Mani Marley', 'Raging Fyah', 'Jesse Royal', 'Damian Marley']"
DY," <a href=""https://www.last.fm/music/DY"">Read more on Last.fm</a>",5072,21012,"['Gran Rah', 'Jonas Sanche', 'MamboRap', 'Elixir de beat', 'Salvaje Decibel']"
Sanluis," <a href=""https://www.last.fm/music/Sanluis"">Read more on Last.fm</a>",10948,79006,"['Voz Veis', 'Servando & Florentino', 'Servando', 'La Melodia Perfecta', 'Chyno Miranda']"
Carnal,"There are several bands using this name:

1. A brutal death metal band from Colombia.

2. A doom/death metal band from Poland.

CARNAL was formed in 1999. From the very beginning its style can be simply described as metal. The first ‘coming out of darkness’ took place in 2001 with the recording ‘A Time Has Come’. It was warmly welcomed by fans as well as critiques. The next step was the single ‘Damnation’ and an unofficial record ‘Curse This Day’. <a href=""https://www.last.fm/music/Carnal"">Read more on Last.fm</a>",9136,121388,"['Virgin Snatch', 'Dissevered', 'Mindly Rotten', 'Excoriation', 'Embodied Torment']"
The United Nations," <a href=""https://www.last.fm/music/The+United+Nations"">Read more on Last.fm</a>",37,162,"['housepet.', 'Phasing', 'DIPPERACHI', 'Prince Kangaroo', 'The Fajitas Experience']"
Caparezza,"CapaRezza is the pseudonym of Michele Salvemini, an Italian singer originating in Apulia, Italy (born in Molfetta, October 9th, 1973).
CapaRezza lyrics criticize society with a pungent irony in contexts that are sometimes fantastic and unreal. At first CapaRezza may seem nonsensical because he uses many strange metaphors, and above all, since he has disowned the mainstream of hip-hop, he appears a nonconformist refused by the most part of Italy. In his four albums there is everything: anger and at the same time desire for redemption <a href=""https://www.last.fm/music/Caparezza"">Read more on Last.fm</a>",131860,5957592,"['Fabri Fibra', 'Willie Peyote', '99 Posse', 'Frankie hi-nrg mc', 'Max Gazzè']"
Jowell & Randy,"Joel A. Muñoz Martínez was born in Springfield, Massachusetts on March 3, 1982. Randy Acevedo Ortiz was born in San Juan, Puerto Rico. They had previous years of experience, singing reggaeton and being a part of many albums before becoming the duo of Jowell & Randy. Jowell had recorded his first song in 1996 entitled ""Los Fugitivos"", Randy recorded his first song in 1998, being a part of a CD produced by In The House magazine, alongside other various artists. <a href=""https://www.last.fm/music/Jowell+&+Randy"">Read more on Last.fm</a>",219824,2381513,"['Wisin & Yandel', 'Héctor ""El Father""', 'Arcángel', 'Alexis & Fido', 'Yaga & Mackie']"
Tash Sultana,"Natasha ""Tash"" Sultana (born 15th June, 1995) is an Australian singer-songwriter and multi-instrumentalist. Described as a ""one-person band who brings new meaning to the concept of multi-tasking"", they are best known for their 2016 single ""Jungle"", which was voted into third place in the Triple J Hottest 100, 2016.

Sultana initially made a name for themself busking on the streets of Melbourne and having homemade videos go viral getting millions of views online. <a href=""https://www.last.fm/music/Tash+Sultana"">Read more on Last.fm</a>",465370,8522190,"['Sticky Fingers', 'Dope Lemon', 'Ocean Alley', 'The Palms', 'Lime Cordiale']"
Voltio,"Voltio is Reggaeton artist from Puerto Rico. His real name is Julio Ramos, he is currently signed to White Lion Records Label along with reggaeton fellow artists Zion Y Lennox, Tego Calderon,Tony ""Lenta"",""Pirulo"" & Calle 13. He is known for hits like ""Bumper"" ""Julito Maraña"" & his most recently ""Chulin Culin Chunfly"" of his new album ""Voltio"" which did really good on billboard's charts. <a href=""https://www.last.fm/music/Voltio"">Read more on Last.fm</a>",84201,422423,"['Tego Calderón', 'Franco ""El Gorilla""', 'Luny Tunes', 'Héctor El Father', 'Hector El Father']"
Yaga & Mackie,"Yaga & Mackie are members of the first generation of Puerto Ricans brought up on Reggaeton to an international level. Born in the late 80’s, artists of their generation began proving themselves to be serious competition for their Reggaeton forefathers. Steeped in the music from childhood, Yaga & Mackie became known for their willingness to experiment and explore ideas off the beaten path. Yaga (Javier Martinez) and Mackie (Luis Pizarro) met one another in 2000, and decided to team up shortly thereafter. <a href=""https://www.last.fm/music/Yaga+&+Mackie"">Read more on Last.fm</a>",104406,757094,"['Casa De Leones', 'Trebol Clan', 'Tony Dize', 'Wisin & Yandel', 'Tito ""El Bambino""']"
Leon Mobley," <a href=""https://www.last.fm/music/Leon+Mobley"">Read more on Last.fm</a>",536,1063,"['Ameritz', 'Killingbird', 'Future Pop Stars United', 'Karaoke - Ameritz', 'Chrome Dreams - CD Audio Series']"
Casper Magico,"Julio Alberto Cruz García (San Juan; Puerto Rico, 21 de junio de 1989) más conocido por su nombre artístico como Casper Mágico, es un rapero, cantante y compositor puertorriqueño de Reguetón y Trap Latino. Se hizo conocido en el 2017 al estrenar el sencillo «Te boté» en compañía de Nio García y Darell, que fue certificado de oro por la RIAA y también llegó a ubicarse en los primeros lugares de las principales listas de Spotify y de la revista de Billboard. <a href=""https://www.last.fm/music/Casper+Magico"">Read more on Last.fm</a>",53366,536416,"['Nio Garcia', 'Chris Jedi', 'Brytiago', 'Juhn', 'Luar La L']"
Yaga," <a href=""https://www.last.fm/music/Yaga"">Read more on Last.fm</a>",3884,14437,"['AMARO', 'RAVLAV', 'Nejo & Dalmata', 'Gustavo Eddie', 'Grupo Aguakate']"
Dub Inc," <a href=""https://www.last.fm/music/+noredirect/Dub+Inc"">Read more on Last.fm</a>",19006,335545,[]
The Wizards,"There are four bands with the name ""The Wizards"" on Last.fm

1. THE WIZARDS is a 70´s Hard Rock and Occult Rock band, formed in Bilbao, Basque Country (Spain).
Back in 2013 these five outcasts decided to form a band after several intense sessions of drug abuse and hard liquor drinking marathons at backyard parties where the records from Black Sabbath, Danzing, The Cult, Blue Oyster Cult, Pentagram, Deep Purple, Dio, Horisont and Electric Wizard where played so loud neighbours would call the police sooner than expected. <a href=""https://www.last.fm/music/The+Wizards"">Read more on Last.fm</a>",9476,160269,"['Dead Lord', 'Phantom Spell', 'Vanderbuyst', 'Gypsyhawk', 'Magick Touch']"
Juhn," <a href=""https://www.last.fm/music/Juhn"">Read more on Last.fm</a>",45822,465205,"['Pepe Quintana', 'Noriel', 'Lary Over', 'Brytiago', 'Gigolo y La Exce']"
Nio Garcia,"Luis Antonio Quiñones García conocido por su nombre artístico Nio García es un cantante, compositor y bailarín puertorriqueño.​​ <a href=""https://www.last.fm/music/Nio+Garcia"">Read more on Last.fm</a>",320959,4682142,"['Brytiago', 'Dalex', 'Sech', 'Justin Quiles', 'Chris Jedi']"
JENCARLOS,"Jencarlos Canela (born April 21, 1988) is an American actor and musician. He is best known for playing the leading roles in the telenovelas Más Sabe el Diablo and Mi Corazón Insiste.

Canela was born in Miami, Florida, to Cuban parents. His father came from Cuba to the United States on the Mariel Boatlift. He graduated in 2006 from the New World School of the Arts in Miami, Florida, with honors. Canela began his music career at the age of 12, in the Miami based band Boom Boom Pop. <a href=""https://www.last.fm/music/Jencarlos"">Read more on Last.fm</a>",34081,204527,"['Jencarlos Canela', 'Chyno Miranda', 'Felipe Santos', 'The Rudeboyz', 'Domino Saints']"
Juan Magán,"Juan Manuel Magán González, también conocido como Magán, es un productor discográfico, remezclador, DJ, compositor, letrista y cantante español, nacionalizado dominicano <a href=""https://www.last.fm/music/+noredirect/Juan+Mag%C3%A1n"">Read more on Last.fm</a>",180853,1889499,"['Omar Montes', 'Wisin', 'Ana Mena', 'Piso 21', 'Don Omar']"
Vanupié,"Vanupié sounds like a warm travel issue as an incantation to bohemian life that the musician leaved some years ago. Since 2004 his charming voice and spicy reggae and soul music slowed the Parisian subway’s rhythm. Vanupié created a buzz!
Today Vanupié presents FreeBirds his brand new album on which he worked with
patience and passion with the belief in creating simple and real music. With his entrancing voice Vanupié is crossing styles and <a href=""https://www.last.fm/music/+noredirect/Vanupi%C3%A9"">Read more on Last.fm</a>",7582,68606,"['Naâman', 'Yaniss Odua', 'Dub Incorporation', 'Danakil', 'Pierpoljak']"
The Viceroys,"The Viceroys, also known as The Voiceroys, The Interns, The Inturns, The Brothers, and The Hot Tops, are a reggae vocal group who first recorded in 1967. After releasing several albums in the late 1970s and early 1980s, they split up in the mid-1980s. They reformed and recorded a new album in 2006.

The group was formed in Kingston, Jamaica by Wesley Tinglin, along with Daniel Bernard and Bunny Gayle, and after auditioning unsuccessfully for Duke Reid <a href=""https://www.last.fm/music/The+Viceroys"">Read more on Last.fm</a>",140198,678208,"['Bob Andy', 'Linval Thompson', '10 Ft. Ganja Plant', 'Martin Campbell', 'Althea & Donna']"
Oscarcito," <a href=""https://www.last.fm/music/Oscarcito"">Read more on Last.fm</a>",6054,38042,"['Kent Y Tony', ""Los cadillac's"", 'La Melodia Perfecta', 'Free Cover Venezuela', 'Gustavo Elis']"
Los Cadillac's," <a href=""https://www.last.fm/music/Los+cadillac%27s"">Read more on Last.fm</a>",6732,33920,"['Kent Y Tony', 'Oscarcito', 'Gustavo Elis', 'Sixto Rein', 'El Indio']"
Dirty Heads,"Rooted in the Orange County community of Huntington Beach, the Dirty Heads emerged onto the Southern California music scene with their unique signature blend of acoustic infused hip-hop and classic reggae, creating the perfect soundtrack to an upbeat, sun-soaked California.

Founding band members Jared Watson and guitarist/vocalist Dustin Bushnell met in 1996 while in high school, embarking on a friendship based on music, as well as their shared passion for surfing, skating and the endless party of the laid-back SoCal lifestyle.  <a href=""https://www.last.fm/music/+noredirect/Dirty+Heads"">Read more on Last.fm</a>",232971,3148136,[]
Yampi," <a href=""https://www.last.fm/music/Yampi"">Read more on Last.fm</a>",20774,242930,"['Yeruza', 'RobGz', 'Benny Benni', 'Producto Sin Corte', 'Hanzel La H']"
El Vega," <a href=""https://www.last.fm/music/El+Vega"">Read more on Last.fm</a>",26350,194431,"['Comando Tiburon', 'Gaby', 'Lil Silvio & El Vega', 'Kafu Banton', 'DJ Buxxi']"
Bolier,"Bolier is an alias for for Dutch DJ & producer Leendert Wouter Bolier started in 2015. Other aliases include BLR, Inner Stories, Leon Bolier, LWB, Midnight Xpress, Precursor, Surpresa, The Boiler Room, West Of The Sun, and WSTLNDR.

Born 1980, started a producing career when he was 14 years old, after hearing the first commercial house tunes back then. Producing with some ""cheapass"" trackers he soon discovered how to build a track. Having had classical piano lessons when he was 8 years old, he developed some sense for melodies and melody lines. <a href=""https://www.last.fm/music/BOLIER"">Read more on Last.fm</a>",93331,567117,"['Redondo', 'Blr', 'Lucas Estrada', 'Lucas & Steve', 'LVNDSCAPE']"
La Joaqui,"Joaquinha Lerena de la Riva, Argentina (25 de octubre de 1993) Actriz, cantautora, compositora y Rapera, nacida en la ciudad de Mar del Plata, vivió su infancia en Costa Rica, y volvió a Argentina en su adolescencia. 
Luego de su complicada vida en otro país, vuelve y se reencuentra con un amigo que la lleva a una competencia de freestyle de la cual participa y hace furor entre los participantes. 
Poco a poco fue adentrándose en la música, logrando <a href=""https://www.last.fm/music/La+Joaqui"">Read more on Last.fm</a>",79446,1555848,"['Salastkbron', 'El Apache Ness', 'Big One', 'Cazzu', 'Lali']"
D.OZi," <a href=""https://www.last.fm/music/D.Ozi"">Read more on Last.fm</a>",3587,24769,"['Benny Benni', 'Darkiel', 'Juanka', 'Los de la Nazza', 'Gotay ""El Autentiko""']"
Armandinho,"Armando Antônio Silveira da Silveira (Porto Alegre, January 22, 1970), better known by his stage name Armandinho, is a Brazilian reggae and pop singer and songwriter.

His first studio album, Armandinho, was released in 2002 and received the gold record for selling over 100,000 copies. In early 2003, the singer participated for the first time in the Planet Atlantis festival. In 2004, he released his second album, Casinha, bringing the smash hit ""Desenho de Deus"". <a href=""https://www.last.fm/music/Armandinho"">Read more on Last.fm</a>",286591,7631779,"['Chimarruts', 'Maneva', 'Maskavo', 'Natiruts', 'Planta e Raiz']"
Shaggy,"Shaggy is the name of, at least, two artists.
1, Shaggy (born October 22, 1969, in Kingston, Jamaica as Orville Richard Burrell), is a Jamaican reggae artist who takes his nickname from his shaggy hair. He is especially notable for his distinctive sub-baritone voice.

His family immigrated to the United States and they settled in the neighborhood of Flatbush, Brooklyn, located in New York City, New York, USA.

In 1988, he joined the United States Marine Corps and served during Operation Desert Storm during the Persian Gulf War. <a href=""https://www.last.fm/music/Shaggy"">Read more on Last.fm</a>",1819083,16359594,"['Sean Paul', 'Kevin Lyttle', 'Chaka Demus & Pliers', 'Inner Circle', 'Beenie Man']"
Wolfine,"Andrés Felipe Zapata Gaviria, who performs under the name Wolfine, is a Colombian singer and composer. Beginning in the 1990s, he has recorded with international artists such as Ñengo Flow, Julio Voltio, Kafu Banton, King Chesta, Thirstin Howl, among others.

After several years away from music, Wolfine returned in 2017 with ""Bella"", a hit single that became a viral success globally, gaining over 300 million streams on Spotify and 790 million views on YouTube, making it his most commercially successful song throughout his career. <a href=""https://www.last.fm/music/Wolfine"">Read more on Last.fm</a>",136646,1157601,"['Piso 21', 'Nicky Jam', 'Golpe a Golpe', 'Tony Dize', 'J Alvarez']"
